source_file,account_path,name,enabled,type,action,target_folder,condition,conditions_count,fields,operators
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: barralautofordcoslada@gmail.com,yes,17,Move to folder,BARRAL AUTO,"AND (from,is,barralautofordcoslada@gmail.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: administracion@rolmovil.net,yes,17,Move to folder,POOL LINE,"OR (from,is,administracion@rolmovil.net) OR (from,is,pedidos@pool-line.com) OR (from,ends with,@pool-line.com)",3,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: admin@toprecambios.com,yes,17,Move to folder,TOP RECAMBIOS,"AND (from,is,admin@toprecambios.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: talleres.automecanica-albox@rediveco.com,yes,17,Move to folder,AUTOMECANICA ALBOX TURISMO,"AND (from,is,talleres.automecanica-albox@rediveco.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: pedidos2@toprecambios.com,yes,17,Move to folder,TOP RECAMBIOS,"AND (from,is,pedidos2@toprecambios.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: infoenvios@mail.seur.info,yes,17,Move to folder,SEUR,"AND (from,is,infoenvios@mail.seur.info)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: almacenlucena@gmail.com,yes,337,Move to folder,NEUMATICOS LUCENA,"OR (from,is,almacenlucena@gmail.com) OR (from,is,administracion@neumaticoslucena.com) OR (from,is,neumaticoslucenasl@gmail.com) OR (from,ends with,@neumaticoslucena.com)",4,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: marta.buceta@contitech.es,yes,337,Move to folder,CONTINENTAL CORREAS,"OR (from,is,marta.buceta@contitech.es) OR (from,ends with,@contitech.es)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: gachino@algogroup.net,yes,273,Move to folder,ALGO GROUP,"OR (from,is,gachino@algogroup.net) OR (from,ends with,@algogroup.net)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente contiene: @asysum.com,yes,17,Move to folder,ASYSUM,"AND (from,contains,@asysum.com)",1,from,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente contiene: facturacion@serca.es,yes,273,Move to folder,SERCA FACTURACION,"OR (from,contains,facturacion@serca.es) OR (from,contains,eduard.calpe@serca.es) OR (from,contains,proveedores@serca.es) OR (from,contains,sergio.gonzalez@serca.es) OR (subject,contains,VETURILO)",5,from;subject,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: facturas@toprecambios.com,yes,17,Move to folder,TOP RECAMBIOS,"AND (from,is,facturas@toprecambios.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: facturacion@toprecambios.com,yes,273,Move to folder,TOP RECAMBIOS,"AND (from,is,facturacion@toprecambios.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: atencionalcliente@pulpiautomocion.com,yes,17,Move to folder,PULPI AUTOMOCION,"AND (from,is,atencionalcliente@pulpiautomocion.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: harrywalker@harrywalker.net,yes,17,Move to folder,HARRY WALKER RODAMIENTOS,"AND (from,is,harrywalker@harrywalker.net)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: adm.spj@spj.es,yes,17,Move to folder,SPJ0f44851e,"AND (from,is,adm.spj@spj.es)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente termina con: @htlubricantoils.com,yes,17,Move to folder,HTLO LUBRICANTES,"AND (from,ends with,@htlubricantoils.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: facturacionferrevera@gmail.com,yes,17,Move to folder,FERREVERA,"AND (from,is,facturacionferrevera@gmail.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: administracion@rztools.com,yes,17,Move to folder,RZTOOLS,"AND (from,is,administracion@rztools.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: facturacion.almeria@seur.net,yes,17,Move to folder,SEUR,"AND (from,is,facturacion.almeria@seur.net)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: erp@cecauto.com,yes,17,Move to folder,CECAUTO,"AND (from,is,erp@cecauto.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: elisa.franceschini@airtopitalia.eu,yes,17,Move to folder,AIRTOP ITALIA,"AND (from,is,elisa.franceschini@airtopitalia.eu)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: es.prometeon.i.sdd@prometeon.com,yes,17,Move to folder,PROMETEON,"AND (from,ends with,@prometeon.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente termina con: @ams-osram.com,yes,273,Move to folder,OSRAM,"OR (from,ends with,@ams-osram.com) OR (from,ends with,@osram.com)",2,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: sonia@amolux.net,yes,17,Move to folder,AMOLUX,"AND (from,is,sonia@amolux.net)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: nissens@nissens.com,yes,17,Move to folder,NISSENS,"AND (from,is,nissens@nissens.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente contiene: @danazaragoza.com,yes,273,Move to folder,DANA AUTOMOCION,"OR (from,is,facturacion@danazaragoza.com) OR (from,ends with,@dana.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: Facturacion@barralauto.com,yes,273,Move to folder,BARRAL AUTO,"OR (from,is,Facturacion@barralauto.com) OR (subject,contains,barral auto) OR (from,contains,barral auto)",3,from;subject,contains;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente termina con: @as-sl.com,yes,17,Move to folder,AS,"AND (from,ends with,@as-sl.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: sash@lubricantes-sash.com,yes,17,Move to folder,ACEITES Y LUBRICANTES SASH,"AND (from,ends with,@lubricantes-sash.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: facturacion@alcaner.com,yes,17,Move to folder,ALCANER 2000,"AND (from,is,facturacion@alcaner.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: javi@liv-indurain.com,yes,17,Move to folder,PRODUCTOS LIV610ec48b,"AND (from,ends with,@liv-indurain.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: noreply@nex.es,yes,17,Move to folder,NEX TYRES,"AND (from,is,noreply@nex.es)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: grupo@holyauto.com,yes,17,Move to folder,HOLY AUTO,"AND (from,is,grupo@holyauto.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: m.gonzalez@eaclima.es,yes,17,Move to folder,EACLIMA,"AND (from,is,m.gonzalez@eaclima.es)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: ecommerce2.aarm@dk.bosch.com,yes,17,Move to folder,HC-CARGO,"AND (from,is,ecommerce2.aarm@dk.bosch.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: mailer_sap@ajusa.es,yes,17,Move to folder,AJUSA,"AND (from,is,mailer_sap@ajusa.es)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente contiene: totalenergies,yes,273,Move to folder,TOTAL,"AND (from,contains,totalenergies)",1,from,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: goyra@ofiexperts.es,yes,17,Move to folder,GOYRA,"OR (from,is,goyra@ofiexperts.es) OR (from,is,goyraofii@gmail.com)",2,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: lucia@ceapi.es,yes,17,Move to folder,CEAPI,"AND (from,is,lucia@ceapi.es)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: atencionalcliente@ita-rotomatic.com,yes,17,Move to folder,ITA-ROTOMATIC,"OR (from,is,atencionalcliente@ita-rotomatic.com) OR (from,ends with,ita-rotomatic.com) OR (from,ends with,oficinaitarotomatic@gmail.com)",3,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: administracion@amosan.es,yes,17,Move to folder,AMOSAN,"AND (from,is,administracion@amosan.es)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: admin@msmc.es,yes,17,Move to folder,MSMC4f5fc55b,"AND (from,is,admin@msmc.es)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: facturacioncartes@grupocartes.es,yes,17,Move to folder,FILTROS CARTES,"AND (from,is,facturacioncartes@grupocartes.es)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: contabilidad@pemebla.com,yes,17,Move to folder,PEMEBLA,"AND (from,is,contabilidad@pemebla.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: efactura@exclusivasbcn.com,yes,17,Move to folder,EXCLUSIVAS BCN,"AND (from,is,efactura@exclusivasbcn.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: BremboDispatcher@DISC.it,yes,17,Move to folder,BREMBO,"AND (from,is,BremboDispatcher@DISC.it)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: marta@exclusivasbcn.com,yes,337,Move to folder,EXCLUSIVAS BCN,"AND (from,is,marta@exclusivasbcn.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: administracio@jbmcamp.com,yes,17,Move to folder,JBM,"AND (from,is,administracio@jbmcamp.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: contabilidad@fare-auto.com,yes,337,Move to folder,FARE,"AND (from,is,contabilidad@fare-auto.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: pedidos@acps-automotive.com,yes,17,Move to folder,ACPS AUTOMOTIVE,"OR (from,is,pedidos@acps-automotive.com) OR (from,is,javier.lorenzo@acps-automotive.com) OR (from,ends with,@acps-automotive.com)",3,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: optimal@optimal-spain.com,yes,337,Move to folder,OPTIMAL,"OR (from,is,optimal@optimal-spain.com) OR (from,is,xavi@optimal-spain.com) OR (from,ends with,@optimal-spain.com)",3,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: r.delgado@kyb-europe.com,yes,17,Move to folder,KYB,"AND (from,is,r.delgado@kyb-europe.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: m.gonzalez@teasa.net,yes,337,Move to folder,EACLIMA,"AND (from,is,m.gonzalez@teasa.net)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: tallerbayra@gmail.com,yes,337,Move to folder,TALLERES BAYRA,"AND (from,is,tallerbayra@gmail.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: administracion@recambiosjesus.com,yes,337,Move to folder,RECAMBIOS JESUS,"OR (from,is,administracion@recambiosjesus.com) OR (from,ends with,@recambiosjesus.com) OR (from,is,facturacion@recambiosjesus.com)",3,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: albox@chemaneumaticos.es,yes,337,Move to folder,CHEMA NEUMATICOS,"AND (from,is,albox@chemaneumaticos.es)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: ita-rotomatic@cecot.es,yes,273,Move to folder,ITA-ROTOMATIC,"AND (from,is,ita-rotomatic@cecot.es)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente termina con: @mahle.com,yes,337,Move to folder,MAHLE,"OR (from,ends with,@mahle.com) OR (subject,contains,MAHLE Aftermarket S.L.U)",2,from;subject,contains;ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente contiene: ICR-reporting@ppg.com,yes,273,Move to folder,ICR IBERICA,"OR (from,contains,ICR-reporting@ppg.com) OR (subject,contains,ICR IBERICA)",2,from;subject,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Asunto contiene: anydesk,yes,273,Move to folder,ANYDESK,"OR (subject,contains,anydesk) OR (from,contains,support@anydesk.com)",2,from;subject,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: factura@cevamiberica.com,yes,273,Move to folder,CEVAM,"OR (from,is,factura@cevamiberica.com) OR (all addresses,contains,ramon.hernandez.cevamiberica.com) OR (from,is,almacen@cevamiberica.com) OR (from,contains,@cevamiberica.com) OR (from,ends with,@cevam.com)",5,all addresses;from,contains;ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente termina con: @solaufil.com,yes,17,Move to folder,MECAFILTER,"AND (from,ends with,@solaufil.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: pmancebo@gira.net,yes,17,Move to folder,GIRA,"AND (from,is,pmancebo@gira.net)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: vs-madrid-pedidos@valeo.com,yes,17,Move to folder,VALEO,"AND (from,is,vs-madrid-pedidos@valeo.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,borg & beck,yes,337,Move to folder,BB - BORG & BECK(2),"AND (from,ends with,@borgandbeck.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,estanfi,yes,337,Move to folder,ESTANFI,"AND (from,is,admin02@estanfi.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente termina con: @filtroscartes.net,yes,337,Move to folder,FILTROS CARTES,"AND (from,ends with,@filtroscartes.net)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente termina con: @esneagri.com,yes,337,Move to folder,ESNEAGRI,"AND (from,ends with,@esneagri.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,nertor,yes,337,Move to folder,NER-TOR,"AND (from,ends with,@nertor.com)",1,from,ends with
